Tiempo UTC-4;Temperatura del Aire ÂºC;PrecipitaciÃ³n Acumulada mm;PresiÃ³n AtmosfÃ©rica mbar;Velocidad de Viento km/h;DirecciÃ³n de Viento Âº;Temperatura del Aire % de datos ;PrecipitaciÃ³n Acumulada % de datos ;PresiÃ³n AtmosfÃ©rica % de datos ;Velocidad de Viento % de datos ;DirecciÃ³n de Viento % de datos 
25-02-2025 12:00;23.7;0;1005;12;236;100;100;100;100;100
25-02-2025 13:00;25.6;0;1005;13.4;239;100;100;100;100;100
25-02-2025 14:00;26.8;0;1005;12;271;100;100;100;100;100
25-02-2025 15:00;26.3;0;1005;15.6;229;100;100;100;100;100
25-02-2025 16:00;24.3;0;1005;16.7;257;100;100;100;100;100
25-02-2025 17:00;22.7;0;1006;17.8;237;100;100;100;100;100
25-02-2025 18:00;19.7;0;1007;15.6;259;100;100;100;100;100
25-02-2025 19:00;17.1;0;1007;9.2;277;100;100;100;100;100
25-02-2025 20:00;15.8;0;1008;8;302;100;100;100;100;100
25-02-2025 21:00;14.4;0;1008;7.6;294;100;100;100;100;100
25-02-2025 22:00;13.4;0;1008;7.8;281;100;100;100;100;100
25-02-2025 23:00;11.8;0;1008;4.1;290;100;100;100;100;100
26-02-2025 0:00;9.9;0;1008;1;314;100;100;100;100;100
26-02-2025 1:00;9.8;0;1008;0.7;60;100;100;100;100;100
26-02-2025 2:00;10.2;0;1007;1.4;134;100;100;100;100;100
26-02-2025 3:00;10.8;0;1007;1.9;185;100;100;100;100;100
26-02-2025 4:00;11.6;0;1006;0.9;91;100;100;100;100;100
26-02-2025 5:00;11.2;0;1006;1.4;174;100;100;100;100;100
26-02-2025 6:00;10.8;0;1006;5.3;232;100;100;100;100;100
26-02-2025 7:00;10.4;0;1006;1.7;296;100;100;100;100;100
26-02-2025 8:00;10.9;0;1006;0.9;216;100;100;100;100;100
26-02-2025 9:00;13.9;0;1006;2.1;306;100;100;100;100;100
26-02-2025 10:00;18.5;0;1006;4;293;100;100;100;100;100
26-02-2025 11:00;22;0;1005;6.2;272;100;100;100;100;100
26-02-2025 12:00;24.2;0;1004;8.2;251;100;100;100;100;100
26-02-2025 13:00;26.2;0;1003;8.3;254;100;100;100;100;100
26-02-2025 14:00;28.2;0;1002;10;272;100;100;100;100;100
26-02-2025 15:00;28.4;0;1002;12.5;271;100;100;100;100;100
26-02-2025 16:00;27.6;0;1001;14.4;288;100;100;100;100;100
26-02-2025 17:00;25.9;0;1001;16.5;280;100;100;100;100;100
26-02-2025 18:00;22.6;0;1002;17.3;283;100;100;100;100;100
26-02-2025 19:00;19;0;1002;12.7;300;100;100;100;100;100
26-02-2025 20:00;16.5;0;1003;14;303;100;100;100;100;100
26-02-2025 21:00;14.6;0;1003;10.8;302;100;100;100;100;100
26-02-2025 22:00;13.5;0;1003;9.6;293;100;100;100;100;100
26-02-2025 23:00;13.1;0;1003;5.8;288;100;100;100;100;100
27-02-2025 0:00;13.4;0;1003;4.4;309;100;100;100;100;100
27-02-2025 1:00;13.7;0;1002;5.6;330;100;100;100;100;100
27-02-2025 2:00;13.6;0;1001;4.8;298;100;100;100;100;100
27-02-2025 3:00;13.4;0;1001;4.8;257;100;100;100;100;100
27-02-2025 4:00;12.8;0;1001;5.6;301;100;100;100;100;100
27-02-2025 5:00;12.3;0;1001;1.5;319;100;100;100;100;100
27-02-2025 6:00;12.1;0;1001;2.1;267;100;100;100;100;100
27-02-2025 7:00;12.2;0;1001;1.3;125;100;100;100;100;100
27-02-2025 8:00;12.7;0;1002;1;223;100;100;100;100;100
27-02-2025 9:00;14;0;1002;3.3;290;100;100;100;100;100
27-02-2025 10:00;17.3;0;1002;3.1;257;100;100;100;100;100
27-02-2025 11:00;19.8;0;1002;3.6;276;100;100;100;100;100
27-02-2025 12:00;22.5;0;1002;5;151;100;100;100;100;100
27-02-2025 13:00;25.3;0;1001;6.6;233;100;100;100;100;100
27-02-2025 14:00;26;0;1001;6.5;275;100;100;100;100;100
27-02-2025 15:00;26.9;0;1000;8.6;277;100;100;100;100;100
27-02-2025 16:00;27.5;0;1000;8.9;264;100;100;100;100;100
27-02-2025 17:00;25.9;0;1000;9.5;238;100;100;100;100;100
27-02-2025 18:00;22.9;0;1001;6.7;269;100;100;100;100;100
27-02-2025 19:00;20.7;0;1001;1.7;239;100;100;100;100;100
27-02-2025 20:00;19.3;0;1002;0.9;183;100;100;100;100;100
27-02-2025 21:00;17.8;0;1002;0;130;100;100;100;100;100
27-02-2025 22:00;18.2;0;1003;0.5;172;100;100;100;100;100
27-02-2025 23:00;19.4;0;1002;0.8;75;100;100;100;100;100
28-02-2025 0:00;19.2;0;1002;1.6;82;100;100;100;100;100
28-02-2025 1:00;19.9;0;1002;0.8;50;100;100;100;100;100
28-02-2025 2:00;19.2;0;1001;2.2;70;100;100;100;100;100
28-02-2025 3:00;18.9;0;1001;0.2;88;100;100;100;100;100
28-02-2025 4:00;17.9;0;1000;1.8;82;100;100;100;100;100
28-02-2025 5:00;17.2;0;1000;5.3;75;100;100;100;100;100
28-02-2025 6:00;16.9;0;1001;6.1;143;100;100;100;100;100
28-02-2025 7:00;17.6;0;1001;7.2;128;100;100;100;100;100
28-02-2025 8:00;19.2;0;1001;11.3;62;100;100;100;100;100
28-02-2025 9:00;21.4;0;1001;12.3;55;100;100;100;100;100
28-02-2025 10:00;23.2;0;1001;13.8;296;100;100;100;100;100
28-02-2025 11:00;21;1.2;1001;9.5;324;100;100;100;100;100
28-02-2025 12:00;23.1;0;1001;16.4;352;100;100;100;100;100
28-02-2025 13:00;21.9;0;1001;21.2;341;100;100;100;100;100
28-02-2025 14:00;22.2;0;1001;17.2;276;100;100;100;100;100
28-02-2025 15:00;22.8;0;1001;17.8;237;100;100;100;100;100
28-02-2025 16:00;22.4;0;1001;16.5;285;100;100;100;100;100
28-02-2025 17:00;20.3;0;1002;17.1;199;100;100;100;100;100
28-02-2025 18:00;18.6;0;1003;10.7;268;100;100;100;100;100
28-02-2025 19:00;16.7;0;1003;4.2;225;100;100;100;100;100
28-02-2025 20:00;14;1;1004;4.5;262;100;100;100;100;100
28-02-2025 21:00;12.9;1.5;1004;4.5;247;100;100;100;100;100
28-02-2025 22:00;12.5;1;1004;8.8;268;100;100;100;100;100
28-02-2025 23:00;12.3;0.9;1004;8.6;266;100;100;100;100;100
